,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
10264,44,17,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,3,4,7,7,7,5.2,5.0,5.333333333,0,0,0,0,0,0,245,0.808163265,0.191836735,0,0,0,0.468085106,0,0.063829787,0,0,80.0,0,94.73684211,5.263157895,0,0,0,42.46575342,0,0,0,0,0,1,0,9336,199475,0,0,4
10830,45,15,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,3,3,3,4,8,7,8,5.8,5.0,6.333333333,0,0,0,0,0,0,80,0.7625,0.2375,0,0,0,0.105263158,0,0.052631579,0,0,100.0,0,0.0,100.0,0,0,0,40.0,0,0,0,0,1,0,331,9530,39989,0,1,5
1255,72,23,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.083333333,0.0,0,0,0,0,0,2,0,0,1,0,4,0,8,3,3,3,4,15,15,8,6.75,9.0,6.0,0,0,0,0,0,0,206,0.640776699,0.359223301,0,0,0,1.810810811,0,0.0,0,0,71.42857143,0,35.0,65.0,0,0,0,85.29411765,0,0,0,1,1,0,131,7903,565105,0,1,4
2104,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,1,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,74,0.27027027,0.72972973,0,0,0,0.222222222,0,0.037037037,0,0,100.0,0,100.0,0.0,0,0,0,22.85714286,0,0,0,1,0,0,335,8430,567,0,0,7
10630,73,18,1,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.260273973,0.0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,5,14,5,32,14,32,14.5,14.0,14.66666667,0,0,0,0,0,0,14,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,321,2965,0,0,1,0
9496,54,16,0,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,2,2,3,11,9,11,6.166666667,5.5,6.5,0,0,0,0,0,0,121,0.8429752070000001,0.157024793,0,0,0,0.263157895,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,29.62962963,0,0,0,0,0,0,359,6215,3167,0,0,5
8151,22,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,144,0.951388889,0.048611111,0,0,0,0.0,0,0.285714286,0,0,94.44444444,0,100.0,0.0,0,0,0,25.0,0,0,0,0,0,0,339,4044,2572445,0,0,3
10463,29,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,215,0.665116279,0.334883721,0,0,0,0.75,0,0.194444444,0,0,84.61538462,0,95.29411765,4.705882353,0,0,0,7.042253521,0,0,0,0,0,0,505,7530,4970261,0,0,4
4994,27,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,1,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,31,0.580645161,0.419354839,0,1,0,0.076923077,0,0.230769231,0,1,62.5,0,0.0,100.0,0,0,0,12.5,0,0,0,0,0,1,0,-1,162665,0,0,4
10258,40,20,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.025,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,5,4,11,11,6,6.5,8.0,5.0,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,122,1338,22211,0,0,6
10658,51,26,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,1,3,1,18,18,4,5.666666667,10.5,3.25,0,0,0,0,0,0,142,0.845070423,0.1549295769999999,0,3,0,0.181818182,0,0.0,0,1,14.28571429,0,100.0,0.0,0,0,0,52.38095238,0,0,0,1,1,0,164,7872,1453,0,0,5
5057,43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.046511628,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,1,3,1,11,7,11,5.4,5.0,5.666666667,0,1,0,0,0,0,52,0.557692308,0.442307692,0,0,0,0.0,0,0.0,0,1,65.21739129999999,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,209,5635,2,0,0,10
7672,23,15,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,330,0.63030303,0.36969697,0,0,0,0.016393443,0,0.024590164,0,0,77.77777778,0,100.0,0.0,0,0,0,3.278688525,0,0,0,0,1,0,0,-1,2879434,0,0,2
4434,44,16,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,3,5,3,10,6,10,5.4,5.5,5.333333333,1,1,0,0,0,0,146,0.582191781,0.417808219,0,4,0,0.081967213,0,0.540983607,0,1,0.0,0,0.0,100.0,0,0,0,80.76923077,0,0,0,1,1,0,2974,8347,1,0,0,10
3484,34,25,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,3,3,0,11,11,0,6.333333333,6.333333333,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,84,2837,0,0,1,2
10857,44,21,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.113636364,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,5,3,3,3,13,13,5,5.8,8.0,4.333333333,1,0,0,0,0,0,29,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,250,5959,37967,0,0,5
5318,123,46,1,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0.113821138,0.0,0,0,0,1,0,3,0,0,0,0,1,0,13,4,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0
3816,141,36,0,2,2,0,1,0,0,1,3,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.04964539,0.0,0,0,0,0,0,2,1,0,1,0,0,0,14,0,1,2,1,34,18,34,8.142857142999999,10.0,7.636363636,1,0,0,0,0,0,19,0.736842105,0.263157895,0,0,0,0.0,0,0.0,0,0,44.44444444,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,381,8019,0,0,1,4
6773,33,11,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,5,7,5,7,7,7,6.333333333,7.0,6.0,0,0,0,0,0,0,5,0.8,0.2,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,100.0,0,0,1,0.0,0,0,0,0,0,0,3109,6753,2305,0,1,8
11375,56,11,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,2,7,2,8,7,8,4.625,7.0,4.285714286,3,0,0,0,0,0,24,0.208333333,0.791666667,0,2,0,0.315789474,0,0.0,0,1,12.5,0,0.0,0.0,0,0,0,25.0,0,0,0,1,1,0,639,457,0,0,1,0
10184,74,14,0,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,2,0,9,3,3,3,3,11,6,11,6.1111111110000005,4.5,6.571428571,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,3565,9219,114616,0,0,5
2546,130,8,0,1,10,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,15,1,2,4,2,10,4,10,6.933333332999999,4.0,7.142857143,0,0,0,0,0,0,28,0.535714286,0.464285714,0,1,0,0.0,0,0.076923077,0,1,57.14285714,0,0.0,100.0,0,0,0,22.22222222,0,0,0,0,1,0,320,8810,379136,0,0,4
7288,45,17,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,1,3,1,9,9,8,4.833333333,6.0,4.25,0,0,0,0,0,0,169,0.633136095,0.366863905,0,0,0,0.14516129,0,0.612903226,0,1,30.95238095,0,100.0,0.0,0,0,0,50.0,0,0,0,0,0,0,616,8149,12761,0,0,6
6479,58,28,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,8,5,1,3,1,13,13,7,5.0,7.333333333,3.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,309,7726,7010277,0,1,2
1621,57,16,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,2,2,9,9,8,4.75,5.5,4.5,0,1,0,0,0,0,352,0.96875,0.03125,0,0,0,0.454545455,0,0.090909091,0,0,100.0,0,100.0,0.0,0,0,0,65.625,0,0,0,0,1,0,902,7133,12,0,1,7
10776,131,14,0,3,1,0,1,0,0,1,0,0,6,7,0,1,0,0,0,0,0,0,0,1,0,0.061068702,0.0,0,0,0,0,0,3,1,0,0,0,0,0,16,2,2,4,2,12,5,12,6.4375,4.5,6.714285714,0,0,0,0,0,0,22,0.227272727,0.772727273,0,2,0,0.058823529,0,0.0,0,1,23.07692308,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,210,1617,11992,0,1,4
3904,153,25,1,2,0,0,1,2,0,4,14,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.45751634,0.0,0,0,0,0,0,2,0,0,0,0,2,0,25,11,1,3,1,17,17,9,4.64,10.0,4.173913043,0,0,0,0,0,0,10,0.9,0.1,0,0,0,0.0,0,1.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,360,736,0,0,1,0
8176,52,18,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.057692308,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,4,3,3,3,10,10,8,6.0,6.5,5.75,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,197,8570,483695,0,0,5
10183,172,39,0,2,2,0,1,1,0,2,5,0,0,7,0,5,0,1,0,0,0,1,0,0,0,0.104651163,0.076923077,0,1,1,0,0,2,1,0,1,0,1,0,19,2,1,2,1,31,21,31,7.157894737,11.0,6.4375,0,0,0,0,0,0,7,0.0,1.0,0,0,0,0.0,0,0.571428571,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,382,8018,0,0,1,4
1096,33,25,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,2,3,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,293,0.3959044370000001,0.604095563,0,3,0,0.0,0,0.011299435,0,1,51.72413793,0,49.65034965,50.34965035,0,0,0,8.045977011,0,0,0,1,1,0,687,5887,3012424,0,0,4
6811,52,17,0,3,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,3,3,9,9,7,4.857142857,6.0,4.4,0,0,0,0,0,0,8,0.875,0.125,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,366,7304,148,0,0,5
9376,36,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,4,3,3,3,17,17,3,7.666666667,10.0,3.0,0,0,0,0,0,0,299,0.903010033,0.096989967,0,0,0,0.034482759,0,0.034482759,0,1,61.53846154,0,100.0,0.0,0,0,0,54.54545455,0,0,0,1,1,0,2507,6258,682,0,0,6
10524,20,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,6,0,6,6,0,6.0,6.0,0.0,0,0,0,0,0,0,15,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,101,2091,0,0,0,3
10845,89,18,0,2,3,0,0,0,0,0,0,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0.02247191,0.0,0,0,0,0,0,2,1,0,0,0,0,0,11,1,2,11,2,11,11,9,5.727272727000001,11.0,5.2,3,0,0,0,0,0,31,0.7419354840000001,0.258064516,0,0,0,0.0,0,0.125,1,0,100.0,0,50.0,50.0,0,0,0,0.0,0,0,0,1,0,0,57,2500,0,0,1,2
5499,25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,200,0.915,0.085,0,2,0,0.176470588,0,0.058823529,0,1,85.71428571,0,96.77419355,3.225806452,0,0,0,36.36363636,0,0,0,1,1,0,298,6918,204706,0,0,4
10575,89,23,1,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.179775281,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,8,2,3,2,32,15,32,10.14285714,9.0,10.6,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,270,461,0,0,1,0
2463,15,4,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.066666667,0.25,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,1,3,3,1,3,2.0,1.0,3.0,0,0,0,0,0,0,56,0.0,1.0,0,10,0,0.017857143,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,0,-1,0,0,1,4
10110,39,17,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.025641026,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,4,3,6,6,4,4.2,5.0,3.666666667,0,0,0,0,1,0,11,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,558,7378,746847,0,1,2
3700,27,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,5,5,5,5,4.333333333,4.0,5.0,0,0,0,0,0,0,34,0.852941176,0.147058824,0,1,0,0.0,0,0.0,0,1,50.0,0,100.0,0.0,0,0,0,100.0,0,0,0,0,0,0,2818,9237,4168,0,0,5
6684,29,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,54,0.5555555560000001,0.444444444,0,4,0,0.125,0,0.0,0,1,18.18181818,0,0.0,100.0,0,0,1,79.31034483,0,0,0,1,1,0,991,-1,7339056,0,0,4
1788,58,14,1,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.137931034,0.0,0,0,0,0,0,2,0,1,0,0,0,0,7,6,2,3,2,10,6,10,5.714285714,4.5,6.2,0,0,0,0,0,0,60,0.683333333,0.316666667,0,1,0,0.0,0,0.0,0,1,20.0,0,100.0,0.0,0,0,0,90.47619048,0,0,0,1,1,0,63,5051,283,0,0,7
250,83,20,1,2,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.108433735,0.0,0,0,0,0,0,2,0,0,0,0,0,0,9,3,3,3,3,12,12,11,7.0,7.5,6.857142857,0,0,0,0,0,0,171,0.8245614040000001,0.175438596,0,0,0,0.066666667,0,0.266666667,0,1,0.0,0,91.83673469,8.163265306,0,0,0,100.0,0,0,0,1,1,0,199,4549,146,0,0,7
6314,43,19,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.046511628,0.0,0,0,0,0,0,3,1,0,0,0,0,0,6,3,2,3,2,9,9,5,4.0,6.0,3.0,0,0,0,0,0,0,24,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,335,7715,0,0,1,2
8904,79,13,0,2,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,9,3,2,4,2,11,5,11,6.666666667,4.5,7.285714286,0,0,0,0,0,0,88,0.602272727,0.397727273,0,3,0,0.085714286,0,0.228571429,0,1,69.56521739,0,89.47368421,10.52631579,0,0,0,25.92592593,0,0,0,0,0,0,161,2394,4120,0,1,5
8104,29,16,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,3,3,3,3,4,6,6,4,4.333333333,4.5,4.0,0,0,0,0,0,0,292,0.97260274,0.02739726,0,0,0,0.125,0,0.0,0,0,85.71428571,0,100.0,0.0,0,0,0,68.42105263,0,0,0,1,1,0,902,4577,15595,0,0,5
8127,50,24,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,3,4,16,16,12,8.75,9.5,8.0,0,0,0,0,0,0,95,0.842105263,0.1578947369999999,0,1,0,0.266666667,0,0.466666667,1,1,78.94736842,0,80.0,20.0,0,0,0,90.90909091,0,0,0,1,0,0,1964,3515,10338,0,0,5
192,64,15,0,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,3,3,3,3,8,8,6,5.0,5.5,4.857142857,2,0,0,0,0,0,33,0.242424242,0.757575758,0,5,0,0.0,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,70.0,0,0,0,1,0,0,0,3381,6240092,0,1,2
820,155,19,1,4,2,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,1,0,1,0,0.187096774,0.0,0,0,1,0,0,3,1,0,0,0,0,0,14,8,2,15,2,23,15,23,9.214285714,15.0,8.769230769,2,0,0,0,0,0,88,0.397727273,0.602272727,0,0,0,0.132075472,0,0.113207547,0,1,59.45945946,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,19,347,0,0,1,0
11008,25,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,6,6,0,7,7,0,6.5,6.5,0.0,0,1,0,0,0,0,20,0.75,0.25,0,1,0,0.0,0,0.0,0,1,66.66666667,0,50.0,50.0,0,0,0,0.0,0,0,0,1,0,0,1048,5160,0,0,0,8
7496,78,14,0,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,3,2,3,2,20,6,20,8.428571429,4.5,10.0,0,0,0,0,0,0,276,0.869565217,0.130434783,0,0,0,0.0,0,0.0,0,1,87.09677419,0,46.15384615,53.84615385,0,0,0,12.5,0,0,0,0,0,0,109,7926,428453,0,0,3
11381,50,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,2,2,4,11,9,11,6.8,5.5,7.666666667,0,1,0,0,0,0,597,0.932998325,0.067001675,0,0,0,0.075,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,68.99224806,0,0,0,0,1,0,0,7134,0,0,0,7
7497,54,26,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.037037037,0.076923077,0,0,0,0,0,3,0,0,1,0,0,0,6,3,1,1,4,15,9,15,6.333333333,4.75,9.5,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,228,5615,0,0,1,5
4400,29,10,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,7,2,7,7,4,4.0,7.0,3.0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,55,-2,0,0,1,0
8699,20,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,316,0.958860759,0.041139241,0,0,0,0.461538462,0,0.076923077,0,0,100.0,0,96.0,4.0,0,0,0,0.0,0,0,0,1,1,0,342,7546,519553,0,0,4
5388,53,21,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.018867925,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,6,3,3,3,13,13,7,6.166666667,8.0,5.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,237,5972,0,0,1,0
4166,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.041666667,0.066666667,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,21,0.7142857140000001,0.285714286,0,1,0,0.333333333,0,0.0,0,1,62.5,0,50.0,50.0,0,0,0,0.0,0,0,0,0,0,0,178,2379,115241,0,0,3
10894,98,11,0,4,0,0,0,0,0,0,1,0,4,6,0,1,0,0,0,4,1,0,0,0,0,0.102040816,0.0,0,0,0,0,0,3,0,1,0,0,0,0,13,6,1,3,1,15,3,15,5.692307692000001,3.0,6.181818182000001,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,0,-1,11808,0,1,6
4951,19,7,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,4,3,4,4,3,3.5,4.0,3.0,0,0,0,0,0,0,16,0.9375,0.0625,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,50.0,0,0,0,0,0,1,0,-1,4744288,0,1,6
2687,82,16,0,2,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.085365854,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,3,1,5,1,33,6,33,7.875,5.5,8.666666667000001,1,1,0,0,0,0,10,0.0,1.0,0,2,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,2974,8348,1,0,0,10
4390,93,22,1,1,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.301075269,0.0,0,0,0,0,0,1,1,0,0,0,2,0,9,3,1,8,1,32,10,32,8.222222222000001,9.0,8.0,2,0,0,0,0,0,22,0.545454545,0.454545455,0,1,0,0.0,0,0.0,0,1,40.0,0,0.0,0.0,0,0,0,60.0,0,0,0,1,1,0,257,2300,0,0,1,2
7689,55,18,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,3,3,3,4,11,10,11,6.5,6.5,6.5,0,0,0,0,0,0,96,0.9375,0.0625,0,1,0,0.0,0,0.0,0,1,92.85714286,0,100.0,0.0,0,0,0,72.72727273,0,0,0,1,0,0,987,4491,2900,0,0,5
7834,21,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.238095238,0.357142857,0,0,0,0,0,2,0,0,0,0,1,0,2,0,4,4,0,5,5,0,4.5,4.5,0.0,0,0,0,0,0,0,8,0.5,0.5,0,0,0,0.0,0,0.25,0,0,0.0,0,0.0,0.0,0,0,0,57.14285714,0,0,0,0,1,0,1080,5859,52365,0,0,2
